Ia,Ib,Ic,Va,Vb,Vc,output 
-10.3035855,-13.33287009,23.6364556,-1904.797481,-3729.344695,5634.142176,LG
-14.2187265,-13.59085956,27.80958606,-490.970949,-3958.841869,4449.812818,LG
-2.573209051,-8.969547108,8.139666858,-1498.013838,-3887.455735,5345.974052,LG
-14.1443034,-15.95558665,5.236782229,-203.4083697,-4188.644769,4105.688977,LG
-6.062698053,-17.33222427,0.086309446,-1221.740125,-4182.243296,5152.297969,LG
-16.91341403,-20.63058087,-0.550866361,60.49798092,-4423.464931,3958.054518,LG
-3.310234052,-16.26115194,-20.40913789,-862.8418282,-4342.927212,4799.706875,LG
-10.77697261,-17.02782999,-16.20193235,432.77357,-4545.30778,3688.074865,LG
0.886607413,-15.58795499,-30.96894939,-490.8935266,-4497.758975,4564.30526,LG
-10.50677789,-19.78613562,-30.65896204,731.9259735,-4729.890342,3423.647417,LG
-2.025754215,-20.50075058,-40.33123082,-202.7382772,-4700.3683,4332.089501,LG
-11.20590523,-22.77786057,-38.13460391,1024.187071,-4895.335881,3228.816904,LG
1.165776435,-20.08633891,-54.13855796,160.3157776,-4818.698705,4031.210387,LG
-6.199884707,-20.82558057,-51.65255317,1381.483203,-4985.16529,2949.046142,LG
3.726360402,-19.85200959,-63.51357314,508.9376867,-4924.611825,3773.159497,LG
-6.264916868,-23.1562632,-61.35789974,1673.16075,-5109.81757,2701.036325,LG
2.46876809,-23.43814278,-71.69192396,809.6553431,-5056.028184,3513.476588,LG
-5.578715213,-25.21722599,-68.70127369,1972.963003,-5209.198568,2464.215221,LG
5.310778943,-22.96271118,-81.55887292,1155.614728,-5118.098671,3217.114464,LG
-1.961495966,-23.86861503,-78.94450899,2300.864429,-5250.019129,2177.826881,LG
7.179897048,-23.16615964,-89.06300187,1480.841145,-5171.635748,2935.928203,LG
-1.644246653,-25.94487048,-85.62032239,2581.698818,-5313.503715,1919.060168,LG
6.910345757,-25.63165523,-95.17207426,1774.195741,-5231.243341,2655.163252,LG
-0.517880648,-26.99778217,-91.58436551,2866.491874,-5342.971692,1652.111425,LG
9.344840195,-25.08650253,-101.9886729,2091.771606,-5234.444548,2350.602806,LG
2.35206515,-26.20417686,-98.53516292,3161.977178,-5332.007292,1359.115624,LG
10.87960104,-25.47708497,-107.1146512,2386.907759,-5230.891234,2053.308322,LG
2.852283235,-27.68636372,-102.6911981,3418.589089,-5329.045245,1085.499454,LG
11.10714474,-26.9442812,-110.8891377,2656.496097,-5219.401688,1757.711651,LG
4.22532249,-28.10333983,-106.5588741,3675.923345,-5292.420963,800.8166797,LG
13.25980792,-26.41407856,-114.8858025,2937.328742,-5164.255952,1446.479548,LG
6.507013658,-27.53107248,-110.4015286,3931.000994,-5225.564316,504.2829416,LG
14.47691352,-26.65173547,-117.4189255,3192.820701,-5100.050454,1141.628517,LG
7.138243901,-28.40665457,-112.1174158,4153.135411,-5156.98872,221.4689908,LG
15.04377638,-27.39668815,-118.760477,3427.460803,-5022.002391,839.4602124,LG
8.573240699,-28.36636143,-113.5570792,4371.761267,-5057.764325,-69.41925071,LG
16.84927082,-26.76019398,-120.0061615,3662.100727,-4908.708702,528.5570471,LG
10.36819589,-27.77857935,-114.478467,4579.102897,-4934.286383,-363.3195831,LG
17.8533259,-26.75151532,-119.9138267,3870.852967,-4785.328897,225.3622357,LG
11.08473531,-28.12209955,-113.7585366,4757.979218,-4803.917683,-646.1560992,LG
18.5573417,-26.89776133,-118.8070145,4060.279926,-4645.383662,-73.75030774,LG
12.41411684,-27.67815471,-112.6750447,4928.358703,-4646.151474,-932.3564571,LG
20.02119842,-26.10347093,-117.3833518,4241.6459,-4477.071443,-375.3934072,LG
13.83114455,-26.97681285,-110.8667029,5082.252279,-4468.995925,-1215.6401,LG
20.84312298,-25.79369409,-114.7501211,4397.271136,-4298.375695,-667.4402959,LG
14.5314468,-26.82185126,-107.7590939,5210.106656,-4282.067459,-1488.30556,LG
21.53464839,-25.43540442,-111.2576307,4533.580045,-4102.765677,-953.3988895,LG
15.6772922,-26.04187711,-104.2163399,5325.493684,-4071.906325,-1759.534759,LG
22.67540004,-24.45946104,-107.3147468,4656.453498,-3884.782633,-1236.458956,LG
16.76144237,-25.1520766,-99.89566426,5421.226276,-3846.140866,-2023.452308,LG
23.30251931,-23.8214357,-102.3108132,4753.88383,-3656.765004,-1507.94831,LG
17.36859907,-24.55849118,-94.53307577,5492.481897,-3609.96423,-2275.927312,LG
23.88914597,-23.05001794,-96.58025531,4831.745285,-3413.419021,-1770.920116,LG
18.27941958,-23.48785889,-88.70663972,5548.33568,-3355.001923,-2522.576565,LG
24.70870893,-21.87284573,-90.34640922,4892.617954,-3152.857829,-2026.422717,LG
19.05228418,-22.37747488,-82.13941318,5582.872245,-3087.854871,-2758.474312,LG
25.12905051,-20.92117089,-83.21427876,4928.788589,-2883.594879,-2268.428386,LG
19.50807021,-21.41131318,-74.73978411,5594.193264,-2811.344756,-2981.468283,LG
25.54033078,-19.80919582,-75.4786879,4945.156836,-2601.714352,-2499.382707,LG
20.14865633,-20.08805208,-66.8950727,5588.198779,-2520.561629,-3194.860715,LG
26.04549902,-18.43407584,-67.25346433,4942.618593,-2307.373261,-2719.135856,LG
20.62492308,-18.76026853,-58.40108423,5560.484898,-2221.05416,-3394.750339,LG
26.2422943,-17.20322769,-58.30209759,4916.489457,-2006.484638,-2923.631299,LG
20.88251046,-17.48609882,-49.26070085,5510.771283,-1914.362367,-3580.095306,LG
26.43269446,-15.81710171,-48.87058437,4870.712558,-1696.411103,-3114.697648,LG
21.23682077,-15.95379193,-39.73543133,5442.935778,-1597.975956,-3752.741882,LG
26.63178258,-14.26598942,-39.0160309,4805.46156,-1378.426353,-3291.648451,LG
21.42418642,-14.4325744,-29.68717066,5353.936985,-1276.428992,-3909.738371,LG
26.5909901,-12.80311951,-28.61170469,4718.134208,-1056.670577,-3451.840265,LG
21.45373487,-12.91812521,-19.16788869,5244.401633,-950.6758767,-4050.672465,LG
26.53553367,-11.20912899,-17.85777698,4611.899596,-729.6217688,-3596.601069,LG
21.51764383,-11.22486424,-8.357368601,5116.958263,-619.7819269,-4176.523482,LG
26.43885308,-9.516935255,-6.785509686,4486.730221,-399.0479706,-3725.104809,LG
21.42418257,-9.550762265,2.827835542,4969.715961,-287.4122761,-4285.167235,LG
26.15409817,-7.880079152,4.658126848,4341.457868,-67.94363375,-3835.720989,LG
21.211057,-7.865518684,14.31325389,4803.800595,45.69241516,-4376.559025,LG
25.84359637,-6.143808722,16.31235462,4178.663471,264.3610185,-3929.417897,LG
20.99038843,-6.064569464,25.97112144,4621.104195,379.484988,-4451.214733,LG
25.4659921,-4.357177748,28.15416649,3998.404461,595.9434027,-4005.46586,LG
20.62848612,-4.289800485,37.84291997,4420.676032,711.0039221,-4507.705064,LG
24.93971038,-2.610256676,40.18970515,3800.485168,924.558389,-4062.959184,LG
20.17121086,-2.503979289,49.84655244,4203.894624,1039.555692,-4546.22346,LG
24.37844867,-0.798026206,52.28973834,3587.070105,1250.266682,-4102.65051,LG
19.68137936,-0.653269825,61.88735709,3972.265455,1364.521011,-4567.0857,LG
23.74040938,1.028468529,64.43136397,3358.434453,1571.188436,-4124.026701,LG
19.06895537,1.162831038,73.97618905,3725.564118,1683.504555,-4569.442002,LG
22.98428083,2.818401672,76.59254448,3115.028808,1885.579817,-4126.712863,LG
18.37841587,2.979099858,86.03197467,3465.294793,1995.804385,-4553.659597,LG
22.18820556,4.640034782,88.66881583,2858.743503,2193.104204,-4111.365157,LG
17.64306917,4.818748914,97.98106263,3192.784547,2300.512658,-4520.026588,LG
21.31621885,6.447238944,100.6345284,2590.105098,2492.038082,-4077.739376,LG
16.80480183,6.613371781,109.8137387,2908.353704,2595.696749,-4468.170099,LG
20.35115893,8.212460081,112.4524344,2309.98682,2780.99047,-4025.86064,LG
15.90251552,8.391306143,121.4544916,2613.559222,2880.650119,-4398.606203,LG
19.34597177,9.978018901,124.0375885,2020.103278,3059.406044,-3956.378193,LG
14.9528102,10.15843051,132.8437477,2309.666907,3154.374381,-4311.697122,LG
18.27268948,11.70518763,135.3617006,1721.214556,3325.778836,-3869.328231,LG
13.92013063,11.86831611,143.9593095,1997.387475,3415.323827,-4207.462969,LG
17.12801443,13.37976334,146.3812398,1414.458473,3578.992794,-3765.046071,LG
12.83670228,13.54221708,154.7337991,1678.28694,3662.824897,-4086.55712,LG
15.94756283,15.02639802,157.0270242,1101.434369,3818.414974,-3644.235162,LG
11.71029944,15.17688639,165.1179191,1353.623115,3895.921563,-3949.471502,LG
14.71138773,16.6141339,167.2697852,783.090642,4042.791504,-3507.198219,LG
10.52086658,16.74122776,175.0835077,1024.369004,4113.407326,-3796.547443,LG
13.42360194,18.13608922,177.0657259,460.7138671,4251.245612,-3354.517381,LG
9.294298606,18.25013493,184.572673,692.067478,4314.688688,-3628.568505,LG
12.10831418,19.60542807,186.3590681,135.8185982,4443.175846,-3186.984519,LG
8.034225722,19.69630529,193.5447181,357.9801751,4498.942311,-3446.177738,LG
10.75250406,20.99828154,195.121728,-190.5180573,4617.59902,-3005.141533,LG
6.730905649,21.05918698,201.970536,23.23572552,4665.271629,-3249.97621,LG
9.363887508,22.31165746,203.3137821,-516.9475033,4773.867289,-2809.767527,LG
5.404859088,22.34864854,209.8025019,-310.67483,4813.210163,-3040.867448,LG
7.959076371,23.55163866,210.8914291,-842.0343678,4911.491266,-2601.756127,LG
4.058159928,23.55631633,217.0080596,-642.5006141,4942.126746,-2819.643842,LG
6.530597766,24.7004483,217.8300314,-1164.635861,5029.7683,-2381.852028,LG
2.687692089,24.6688699,223.5609445,-971.0462638,5051.417575,-2587.111349,LG
5.087522875,25.75711533,224.0962921,-1483.410655,5128.28082,-2150.989051,LG
1.309667144,25.69260059,229.4242643,-1294.901706,5140.783552,-2344.277503,LG
3.641694505,26.72374501,229.6576641,-1797.013386,5206.708811,-1910.158311,LG
-0.074100473,26.61972627,234.5737779,-1612.856614,5209.822595,-2092.066297,LG
2.189773786,27.58760178,234.4949418,-2104.29791,5264.633092,-1660.266307,LG
-1.462668845,27.44195275,238.988837,-1923.723428,5258.212963,-1831.437748,LG
0.740945098,28.34885275,238.5832833,-2403.987095,5301.87171,-1402.361767,LG
-2.843190001,28.16328994,242.6435301,-2226.203463,5285.853141,-1563.481205,LG
-0.695974412,29.00771216,241.901036,-2694.847383,5318.311118,-1137.516209,LG
-4.213571873,28.77742363,245.5223653,-2519.164018,5292.59024,-1289.223551,LG
-2.121436314,29.55557412,244.4360345,-2975.787255,5313.813026,-866.7539352,LG
-5.570589235,29.27963855,247.6122212,-2801.488145,5278.375328,-1009.730705,LG
-3.52681695,29.99338885,246.1730057,-3245.642004,5288.43447,-591.1993689,LG
-6.90399462,29.67273812,248.8982516,-3072.019205,5243.323472,-726.1456543,LG
-4.905255606,30.32085464,247.1009966,-3503.317218,5242.288696,-311.977812,LG
-8.211328954,29.95226354,249.3741226,-3329.741308,5187.537417,-439.5626718,LG
-6.255359354,30.53274158,247.2160259,-3747.827918,5175.509884,-30.18608348,LG
-9.488279745,30.11616265,249.0354496,-3573.660441,5111.230075,-151.106939,LG
-7.56941173,30.63070884,246.512955,-3978.162729,5088.392327,253.0153041,LG
-10.72665094,30.16684522,247.8783361,-3802.791665,5014.740412,138.0575475,LG
-8.841901384,30.61480016,244.9913208,-4193.395194,4981.281945,536.4801859,LG
-11.92374408,30.1018246,245.9058486,-4016.273095,4898.422025,426.8086888,LG
-10.07042399,30.48256341,242.6559935,-4392.691435,4854.570902,819.0846422,LG
-13.0749709,29.92112546,243.1229362,-4213.27655,4762.734507,714.0071437,LG
-11.2483418,30.23641037,239.5120771,-4575.227429,4708.782071,1099.671952,LG
-14.17380932,29.6273459,239.536326,-4393.015509,4608.236952,998.5035428,LG
-12.37118612,29.8772309,235.5692559,-4740.271684,4544.48754,1377.111584,LG
-15.21755202,29.21992417,235.1584534,-4554.81474,4435.519226,1279.189068,LG
-13.43618468,29.4048798,230.8414547,-4887.177764,4362.316705,1650.296974,LG
-16.20187521,28.70058287,230.0036812,-4698.045583,4245.267034,1554.953598,LG
-14.43786292,28.82258704,225.3437276,-5015.335979,4163.004646,1918.114605,LG
-17.12169448,28.0724833,224.0887895,-4822.142151,4038.245496,1824.699182,LG
-15.37266924,28.13234139,219.0953584,-5124.232476,3947.332532,2179.487348,LG
-17.97454537,27.33685239,217.4352397,-4926.641995,3815.257699,2087.371044,LG
-16.2379498,27.3359219,212.1190902,-5213.43583,3716.139972,2433.368333,LG
-18.75672794,26.49684307,210.0664331,-5011.140582,3577.18889,2341.929205,LG
-17.02943123,26.43741861,204.4392809,-5282.570138,3470.350301,2678.725212,LG
-19.46445577,25.55638731,202.0083807,-5075.308898,3324.986969,2587.363384,LG
-17.74445781,25.43999623,196.0840184,-5331.355751,3210.927683,2914.571197,LG
-20.0957412,24.51831027,193.2909002,-5118.915648,3059.637864,2822.71154,LG
-18.38084781,24.34703571,187.0842301,-5359.594612,2938.889066,3139.958291,LG
-20.64774097,23.38698142,183.9456658,-5141.795885,2782.193922,3047.041448,LG
-18.93554441,23.16347869,177.4726132,-5367.156107,2655.315093,3353.970583,LG
-21.11788869,22.16717585,174.0068435,-5143.866637,2493.754789,3259.464547,LG
-19.40681303,21.8936228,167.2850091,-5354.003951,2361.319462,3555.746029,LG
-21.50486733,20.8630932,163.5116271,-5125.137597,2195.452713,3459.146707,LG
-19.79319181,20.54216105,156.5595429,-5320.182459,2058.058399,3744.470401,LG
-21.80683278,19.48012253,152.4988638,-5085.689691,1888.469468,3645.296774,LG
-20.09283763,19.11482309,145.3360098,-5265.809475,1746.732982,3919.375641,LG
-22.02239321,18.0238491,141.0095621,-5025.687361,1574.019106,3817.178281,LG
-20.30497488,17.6169112,133.6567101,-5191.093128,1428.567179,4079.754765,LG
-22.15104561,16.4996011,129.0870332,-4945.382213,1253.338859,3974.115407,LG
-20.42902092,16.05415691,121.5656835,-5096.319758,1104.81426,4224.956968,LG
-22.19202024,14.91358619,116.775921,-4845.098273,927.6980242,4115.486142,LG
-20.46432676,14.43296012,109.1083477,-4981.850388,776.754251,4354.388453,LG
-22.14506357,13.27208712,104.1225575,-4725.240614,598.3830462,4240.731523,LG
-20.41110227,12.75944117,96.33195544,-4848.130197,445.6779726,4467.522304,LG
-22.01057726,11.58129881,91.17488002,-4586.294795,266.6914086,4349.358606,LG
-20.26973074,11.04010135,83.28493934,-4695.67814,112.8905707,4563.894657,LG
-21.78888699,9.84803356,77.98173645,-4428.81638,-66.06491212,4440.936493,LG
-20.04071775,9.281846883,70.01668121,-4525.084811,-220.2935576,4643.106414,LG
-21.48083519,8.079100066,64.593099,-4253.436174,-398.5720563,4515.103119,LG
-19.7252608,7.491390115,56.57771191,-4337.016791,-552.5626276,4704.829436,LG
-21.08776622,6.281288025,51.05986166,-4060.857177,-729.5188995,4571.566339,LG
-19.32473438,5.675733194,43.01916155,-4132.207668,-882.6063015,4748.803477,LG
-20.61107733,4.461785075,37.43333145,-3851.846664,-1057.59708,4610.101512,LG
-18.8407363,3.842088739,29.3925898,-3911.45611,-1209.121833,4774.837841,LG
-20.05264727,2.627714217,23.76532317,-3627.238532,-1381.511532,4630.556077,LG
-18.27542235,1.997510471,15.75001794,-3675.626631,-1530.823133,4782.814852,LG
-19.4147521,0.786182526,10.10790357,-3387.928799,-1699.984381,4632.849346,LG
-17.63113117,0.149231988,2.143471274,-3425.641673,-1846.441336,4772.687211,LG
-18.69979732,-1.055488107,-3.486994327,-3134.869127,-2011.757046,4616.970778,LG
-16.91046569,-1.69545243,-11.37516629,-3162.479277,-2154.731131,4744.479069,LG
-17.91061537,-2.89009682,-16.967566,-2869.06682,-2315.598951,4582.982601,LG
-16.11647651,-3.529410217,-24.75422309,-2887.171406,-2454.477858,4698.287439,LG
-17.05035798,-4.710495821,-30.28240538,-2591.579509,-2610.311044,4531.018658,LG
-15.25239483,-5.345443581,-37.94261962,-2600.796764,-2744.499201,4634.279676,LG
-16.12234118,-6.509476022,-43.3808076,-2303.509398,-2894.72894,4461.282776,LG
-14.32171605,-7.136414299,-50.89000552,-2304.477841,-3023.651156,4552.693695,LG
-15.13024262,-8.280005934,-56.21282498,-2006.001466,-3167.730067,4374.049715,LG
-13.32828882,-8.89537468,-63.54688719,-1999.377604,-3290.833673,4453.83781,LG
-14.07799428,-10.01516666,-68.72952766,-1700.237717,-3428.236862,4269.663246,LG
-12.27612749,-10.61542257,-75.86494233,-1686.692826,-3544.992921,4338.088083,LG
-12.96969472,-11.70810703,-80.88324786,-1387.431752,-3675.220255,4148.534259,LG
-11.1694829,-12.28981524,-87.79715233,-1367.650493,-3785.126577,4205.887605,LG
-11.80973311,-13.35221078,-92.62767197,-1068.825663,-3907.705409,4011.140295,LG
-10.01287447,-13.91204483,-99.29795405,-1043.503461,-4010.288288,4057.745096,LG
-10.6026926,-14.94104348,-103.918078,-745.6841075,-4124.774546,3858.022966,LG
-8.810959232,-15.47575086,-110.3234982,-715.5241609,-4219.590055,3894.231965,LG
-9.353300885,-16.46834654,-114.7115346,-419.2890195,-4325.570261,3689.785603,LG
-7.568584583,-16.97481644,-120.8317744,-385.0004813,-4412.206651,3715.980664,LG
-8.066502186,-17.92815257,-124.9670088,-90.93562611,-4509.299982,3507.091612,LG
-6.290787575,-18.40341085,-130.7827643,-53.23084413,-4587.379032,3523.682312,LG
-6.747374723,-19.31474598,-134.6455714,238.073458,-4675.238301,3310.661316,LG
-4.982702943,-19.75594038,-140.1386498,278.4817722,-4744.416491,3318.083368,LG
-5.401101626,-20.62267644,-143.7105576,566.4334274,-4822.729776,3101.269066,LG
-3.649597933,-21.02712551,-148.8639253,608.8342863,-4882.700068,3099.983157,LG
-4.0330073,-21.84683732,-152.1276734,892.8417661,-4951.192183,2879.740641,LG
-2.296853899,-22.2120241,-156.9255361,936.5286712,-5001.684988,2870.23071,LG
-2.648488749,-22.9824381,-159.8651636,1216.00398,-5060.118223,2646.949592,LG
-0.929900647,-23.30600646,-164.2930403,1260.277598,-5100.902288,2629.721041,LG
-1.252996406,-24.02502551,-166.8939366,1534.638642,-5149.077581,2403.813822,LG
0.445764177,-24.30481441,-170.9387011,1578.809013,-5179.96118,2379.391968,LG
0.147953017,-24.97053543,-173.187656,1847.482052,-5217.719019,2151.292247,LG
1.824601889,-25.20457296,-176.8376005,1890.871248,-5238.550497,2120.220341,LG
1.54883297,-25.81527433,-178.722869,2153.293644,-5265.771339,1890.380714,LG
3.201080933,-26.0017793,-181.9677561,2195.238268,-5276.439626,1853.217974,LG
2.944122,-26.55594066,-183.4790941,2450.86078,-5293.044558,1622.108144,LG
4.569669527,-26.69334575,-186.3101882,2490.714148,-5293.479773,1579.4279,LG
4.328305681,-27.18965785,-187.4388897,2739.003304,-5299.430878,1347.532627,LG
5.924865311,-27.27660413,-189.8490004,2776.137916,-5289.60444,1299.920164,LG
5.695922757,-27.71396122,-190.5879392,3016.578492,-5284.904821,1067.737044,LG
7.261231857,-27.74930149,-192.5714533,3050.388296,-5264.82952,1015.787492,LG
7.041578585,-28.12681589,-192.9151029,3282.485455,-5249.523436,783.8248654,LG
8.573399912,-28.10962917,-194.4680012,3312.387893,-5219.253481,728.1411328,LG
8.359955612,-28.42663563,-194.4124549,3535.669354,-5193.426197,496.9158851,LG
9.856096604,-28.35622193,-195.5323353,3561.107556,-5153.056868,438.1064023,LG
9.645851004,-28.61227245,-195.0753262,3775.125765,-5116.834248,208.1416593,LG
11.10417399,-28.48815555,-195.7614149,3795.570526,-5066.50151,146.8181765,LG
10.89418956,-28.68302883,-194.9023182,3999.904539,-5020.049634,-81.3588887,LG
12.31261578,-28.50496409,-195.1554703,4014.856126,-4959.929647,-144.583478,LG
12.10003836,-28.63866583,-193.8953051,4209.113495,-4903.454165,-370.4439236,LG
13.4765642,-28.40663464,-193.7180068,4218.103495,-4833.762489,-434.9578695,LG
13.25863729,-28.47939297,-192.0594343,4401.922067,-4767.507773,-657.9732952,LG
14.59134273,-28.19360373,-191.4557944,4404.515017,-4688.498516,-723.168213,LG
14.36541141,-28.20587392,-189.4031026,4577.564501,-4612.746786,-942.8129811,LG
15.6524657,-27.86676455,-188.3788346,4573.359371,-4524.711621,-1008.086047,LG
15.41598675,-27.81922607,-185.9379209,4735.342849,-4439.781828,-1223.839547,LG
16.65566174,-27.42745759,-184.5003259,4723.97449,-4343.048763,-1288.595741,LG
16.40621469,-27.32100902,-181.6786749,4874.62981,-4249.295328,-1499.944637,LG
17.59689182,-26.87746416,-179.8366125,4855.770186,-4144.227416,-1563.598907,LG
17.3321833,-26.71322356,-176.6432625,4994.871137,-4042.038885,-1770.039306,LG
18.47235966,-26.21900493,-174.4071164,4968.230416,-3929.032791,-1832.018698,LG
18.19023219,-25.99830425,-170.8526239,5095.587822,-3818.830311,-2033.058313,LG
19.278531,-25.45472677,-168.2342645,5060.915375,-3698.314693,-2092.804093,LG
18.97697145,-25.17910545,-164.3306621,5176.378032,-3580.55035,-2287.964362,LG
20.01214771,-24.58769221,-161.3433998,5133.463232,-3452.984161,-2344.934047,LG
19.68929118,-24.25889382,-157.1041463,5236.918649,-3328.139243,-2533.752161,LG
20.6702371,-23.62137087,-153.76268,5185.591518,-3194.00992,-2587.421501,LG
20.32437408,-23.2413352,-149.202607,5276.966552,-3062.593021,-2769.452395,LG
21.25012691,-22.55962243,-145.5229686,5217.098284,-2922.414514,-2819.317304,LG
20.87970922,-22.13047744,-140.6582211,5296.359597,-2784.959536,-2994.135574,LG
21.74945541,-21.40668196,-136.657713,5227.862893,-2639.270279,-3039.713957,LG
21.35309925,-20.93073719,-131.5056842,5295.01723,-2496.334363,-3206.915672,LG
22.16617861,-20.16714518,-127.2028117,5217.846472,-2345.695134,-3247.749185,LG
21.74266964,-19.64688187,-121.7820736,5272.940807,-2197.856463,-3406.953637,LG
22.49858065,-18.84594803,-117.1964743,5187.092096,-2042.848143,-3442.609355,LG
22.04687764,-18.28400934,-111.5267039,5230.213607,-1890.703677,-3593.46071,LG
22.74527989,-17.44834787,-106.6790709,5135.724612,-1731.924949,-3623.532691,LG
22.26451646,-16.84752968,-100.7809706,5167.000475,-1576.088094,-3765.701522,LG
22.90523323,-15.97990387,-95.69297182,5063.950132,-1414.153069,-3789.812271,LG
22.39472073,-15.34314317,-89.58818762,5083.547185,-1255.251263,-3922.997003,LG
22.97774178,-14.44645346,-84.28238196,4972.055245,-1090.787029,-3940.798834,LG
22.43697072,-13.77681697,-77.99341706,4980.17947,-929.459281,-4064.727068,LG
22.96245295,-12.85408997,-72.49316633,4860.405875,-763.1034227,-4075.903337,LG
22.39109311,-12.15476288,-66.04329102,4857.301725,-599.9978139,-4190.333053,LG
22.85936125,-11.20913917,-60.37266878,4729.44583,-432.3958802,-4194.59928,LG
22.25726234,-10.4834122,-53.78582814,4715.395416,-268.1670125,-4299.319927,LG
22.66880936,-9.518133234,-47.96952617,4579.695073,-99.96995012,-4296.424793,LG
22.03600027,-8.769389965,-41.27024467,4555.017182,64.72362226,-4391.258246,LG
22.39148617,-7.787785558,-35.33347633,4411.747654,232.8620454,-4380.984462,LG
21.72817331,-7.019489613,-28.54675998,4376.796626,397.3603968,-4465.785841,LG
22.0284238,-6.024964522,-22.51516184,4226.26937,564.7861871,-4447.950881,LG
21.33498954,-5.240645709,-15.66639897,4181.433839,728.4306167,-4522.609253,LG
21.58099419,-4.236665695,-9.565930912,4023.995148,894.4921521,-4497.06596,LG
20.85799407,-3.439906387,-2.6807911,3969.696631,1056.627769,-4561.504893,LG
21.05090325,-2.429984696,3.462365342,3805.726136,1220.678379,-4528.141938,LG
20.29906244,-1.6244061,10.35803348,3742.4175,1380.656672,-4582.319917,LG
20.44018396,-0.612089284,16.51757733,3572.326543,1542.057203,-4541.062128,LG
19.66039359,0.19866295,23.39784871,3500.490345,1699.238591,-4584.972835,LG
19.75118881,1.209809364,29.54746224,3324.720237,1857.359944,-4535.781381,LG
18.94450128,2.022079222,36.38643846,3244.866939,2011.116288,-4569.45383,LG
18.98658015,3.028484757,42.49989023,3063.887094,2165.341908,-4512.326266,LG
18.15420377,3.838619992,49.27180258,2976.553167,2315.058975,-4535.824799,LG
18.14931965,4.836723602,55.32304995,2790.859131,2464.787301,-4470.794964,LG
17.29261305,5.641090161,62.00236166,2696.60506,2609.867179,-4484.219106,LG
17.2426569,6.627354537,67.96565252,2506.716441,2754.514027,-4411.356891,LG
16.36312254,7.422350622,74.52716035,2406.124624,2894.377476,-4414.841055,LG
16.27011627,8.39327617,80.37713397,2212.582926,3033.378351,-4334.25202,LG
15.36939346,9.175346224,86.79606837,2106.255489,3167.467075,-4327.965089,LG
15.23548304,10.12748514,92.50785453,1909.621861,3300.279417,-4239.789947,LG
14.31534064,10.89313383,98.75997798,1798.178396,3428.058257,-4223.9347,LG
14.14278864,11.82310391,104.3092941,1599.031313,3554.163589,-4128.348663,LG
13.20511702,12.56890968,110.3709975,1483.106533,3675.122628,-4103.161078,LG
12.9962945,13.47340772,115.734244,1282.039403,3794.028609,-4000.373071,LG
12.04309713,14.19603609,121.5826404,1162.280749,3907.685171,-3966.121487,LG
11.80047528,15.07185118,126.7369923,959.8994679,4018.927554,-3856.373225,LG
10.83386001,15.76806784,132.350008,836.9646574,4124.828101,-3813.35738,LG
10.56000132,16.61209418,137.2735049,633.885112,4227.972572,-3696.922326,LG
9.582171045,17.2787775,142.6299669,508.4396426,4325.694485,-3645.472264,LG
9.279720024,18.08802675,147.3015985,305.2851822,4420.338387,-3522.654456,LG
8.292963159,18.72218001,152.381319,177.9998055,4509.491623,-3463.129318,LG
7.964636785,19.49379331,156.7811071,-24.60131729,4595.265552,-3334.262081,LG
6.971317403,20.09255631,161.5649635,-153.0531448,4675.494176,-3267.048773,LG
6.619895274,20.8238157,165.6740401,-354.4703504,4752.063453,-3132.493317,LG
5.622442883,21.38447597,170.1440512,-483.41503,4823.047032,-3058.005076,LG
5.250757033,22.0728152,173.9447324,-683.0179953,4890.113025,-2918.148985,LG
4.251656167,22.59281846,178.0841301,-811.784351,4951.567889,-2836.823824,LG
3.862580742,23.23583335,181.5599849,-1008.945589,5008.869205,-2692.079444,LG
2.864360376,23.71279354,185.3532803,-1136.867424,5060.549552,-2604.378514,LG
2.460801085,24.30825157,188.489195,-1330.964851,5107.863076,-2455.181243,LG
1.466023823,24.73996005,191.9222407,-1457.383489,5149.561938,-2361.587093,LG
1.050907224,25.28580928,194.7044775,-1647.802969,5186.703721,-2208.393583,LG
0.062158424,25.67024344,197.7645237,-1772.069762,5218.253771,-2109.408333,LG
-0.361578828,26.1646208,200.1807744,-1958.207619,5245.079761,-1952.69461,LG
-1.341702013,26.49995189,202.8565198,-2079.686424,5266.353969,-1848.838052,LG
-1.771124016,26.94119064,204.8959534,-2260.951905,5282.760591,-1689.097558,LG
-2.740023649,27.22579085,207.1775904,-2379.021512,5293.672716,-1580.905178,LG
-3.172206121,27.61242727,208.8308957,-2554.839206,5299.597285,-1418.646754,LG
-4.127294461,27.84487604,210.7101492,-2668.895701,5300.102206,-1306.667693,LG
-4.559335539,28.17565538,211.9695705,-2838.707893,5295.523184,-1142.413492,LG
-5.498045959,28.35474483,213.4397316,-2948.166966,5285.617074,-1027.208455,LG
-5.927076959,28.62862635,214.2990986,-3111.435913,5270.554159,-861.4918126,LG
-6.846874795,28.75336596,215.3550512,-3215.735082,5250.274494,-743.6309274,LG
-7.270070847,28.96952718,215.8098028,-3371.945219,5224.788552,-576.9941835,LG
-8.168464078,29.03914756,216.4480444,-3470.545972,5194.213952,-457.0548193,LG
-8.583054586,29.19698762,216.4952463,-3619.20602,5158.40678,-290.0471119,LG
-9.457604343,29.21094341,216.7139022,-3711.595865,5117.656698,-168.6116713,LG
